symbol,timeframe,direction,entry_time,entry_index,entry,initial_stop,tp1,tp2,tp3,score,reason,size_units,risk_amount,exit_time,exit_index,total_r,pnl_quote,status,exits,asset_class,hold_bars,entry_hour_utc,session
MASKUSDT,4h,long,2025-05-22T04:00:00+00:00,3043,1.8483696,1.64085,2.2623000000000006,2.573025000000001,2.883750000000001,100,"long reclaim above 1.80700000; valid pullback; ICT(6): bull_fvg[3028:3030]=1.61100000-1.68400000;bull_ob=1.47400000-1.51100000;ote=1.63398000-1.67444000;sellside_sweep=1.44700000;ny_killzone=False; DIV(0): none/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",429.58367695018546,89.14703280723177,2025-05-24T16:00:00+00:00,3058,-0.008906251411586508,-0.7939658867781567,closed,"[{""timestamp"": ""2025-05-24T16:00:00+00:00"", ""price"": 1.8479999260800002, ""fraction"": 1.0, ""r_multiple"": -0.008906251411586508, ""reason"": ""stop""}]",crypto,15,4,asia
ZECUSDT,4h,long,2025-05-25T12:00:00+00:00,3063,51.5103,46.262928571428574,61.97414285714285,69.82974999999999,77.68535714285713,100,"long reclaim above 49.99000000; valid pullback; ICT(8): bull_fvg[3057:3059]=47.94000000-48.49000000;bull_ob=40.77000000-41.43000000;ote=47.38180000-48.16040000;sellside_sweep=43.02000000;ny_killzone=True; DIV(0): none/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",16.987380131509333,89.139093148364,2025-05-31T00:00:00+00:00,3096,-1.009215695280358,-89.96057186838677,closed,"[{""timestamp"": ""2025-05-31T00:00:00+00:00"", ""price"": 46.25367598571429, ""fraction"": 1.0, ""r_multiple"": -1.009215695280358, ""reason"": ""stop""}]",crypto,33,12,london
MASKUSDT,4h,long,2025-06-06T08:00:00+00:00,3134,3.3446688,2.629592857142857,4.772814285714286,5.844425000000001,6.916035714285715,100,"long reclaim above 3.00100000; valid pullback; ICT(6): bull_fvg[3117:3119]=2.82300000-2.85100000;bull_ob=1.85000000-2.13600000;ote=2.34161000-2.46758000;sellside_sweep=2.54900000;ny_killzone=False; DIV(0): none/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",123.39876388109519,88.23948742968012,2025-06-06T16:00:00+00:00,3136,-1.0040770674723136,-88.5992457736533,closed,"[{""timestamp"": ""2025-06-06T16:00:00+00:00"", ""price"": 2.6290669385714285, ""fraction"": 1.0, ""r_multiple"": -1.0040770674723136, ""reason"": ""stop""}]",crypto,2,8,london
ICXUSDT,4h,long,2025-06-06T12:00:00+00:00,3135,0.1585317,0.13363285714285714,0.20823428571428573,0.24553500000000003,0.2828357142857143,100,"long reclaim above 0.15310000; valid pullback; ICT(8): bull_fvg[3131:3133]=0.14180000-0.14230000;bull_ob=0.12250000-0.12590000;ote=0.13386800-0.13910400;sellside_sweep=0.12740000;ny_killzone=True; DIV(5): hidden_bullish/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",3543.91920684645,88.23948742968012,2025-06-14T00:00:00+00:00,3180,-1.0057666014634072,-88.74832938702242,closed,"[{""timestamp"": ""2025-06-14T00:00:00+00:00"", ""price"": 0.13360613057142856, ""fraction"": 1.0, ""r_multiple"": -1.0057666014634072, ""reason"": ""stop""}]",crypto,45,12,london
RVNUSDT,4h,long,2025-06-07T16:00:00+00:00,3142,0.015873173999999997,0.012815785714285714,0.02782,0.028657500000000002,0.032920000000000005,100,"long reclaim above 0.01561000; valid pullback; ICT(10): bull_fvg[3126:3128]=0.01097000-0.01598000;bull_ob=0.01077000-0.01099000;ote=0.01435050-0.01724900;sellside_sweep=0.01077000;ny_killzone=False; DIV(0): none/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",28571.279408672035,87.35349497194359,2025-06-20T04:00:00+00:00,3217,-0.0051913275851290285,-0.4534806081052806,closed,"[{""timestamp"": ""2025-06-20T04:00:00+00:00"", ""price"": 0.015869999365199998, ""fraction"": 1.0, ""r_multiple"": -0.0051913275851290285, ""reason"": ""stop""}]",crypto,75,16,new_york
PEOPLEUSDT,4h,long,2025-07-03T04:00:00+00:00,3295,0.019413882,0.016648285714285713,0.024933428571428575,0.029076000000000005,0.03321857142857144,100,"long reclaim above 0.01939000; valid pullback; ICT(6): bull_fvg[3291:3293]=0.01804000-0.01887000;bull_ob=0.01742000-0.01785000;ote=0.01781060-0.01812680;sellside_sweep=0.01670000;ny_killzone=False; DIV(0): none/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",31263.231484150394,86.4614768719923,2025-07-24T04:00:00+00:00,3421,0.7908174437562445,68.37524412329861,closed,"[{""timestamp"": ""2025-07-20T12:00:00+00:00"", ""price"": 0.02492844188571429, ""fraction"": 0.4, ""r_multiple"": 0.7950289757841941, ""reason"": ""tp1""}, {""timestamp"": ""2025-07-24T04:00:00+00:00"", ""price"": 0.0194099992236, ""fraction"": 0.6, ""r_multiple"": -0.004211532027949545, ""reason"": ""stop""}]",crypto,126,4,asia
ENSUSDT,4h,long,2025-07-27T00:00:00+00:00,3438,31.5063,27.009928571428574,40.48014285714285,47.21524999999999,53.95035714285713,100,"long reclaim above 30.87000000; valid pullback; ICT(6): bull_fvg[3431:3433]=28.72000000-29.99000000;bull_ob=27.12000000-28.61000000;ote=28.88710000-29.31380000;sellside_sweep=26.50000000;ny_killzone=False; DIV(5): hidden_bullish/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",19.38123455715331,87.1452293132253,2025-07-30T16:00:00+00:00,3460,-1.0064065695653004,-87.70353128710454,closed,"[{""timestamp"": ""2025-07-30T16:00:00+00:00"", ""price"": 27.004526585714288, ""fraction"": 1.0, ""r_multiple"": -1.0064065695653004, ""reason"": ""stop""}]",crypto,22,0,asia
GALAUSDT,4h,long,2025-07-03T04:00:00+00:00,3295,0.015113022,0.0132135,0.018903000000000003,0.021747750000000003,0.024592500000000003,99,"long reclaim above 0.01507000; valid pullback; ICT(6): bull_fvg[3291:3293]=0.01426000-0.01470000;bull_ob=0.01383000-0.01411000;ote=0.01422830-0.01443740;sellside_sweep=0.01325000;ny_killzone=False; DIV(0): none/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=99",45517.49170159244,86.4614768719923,2025-08-01T00:00:00+00:00,3468,0.7896565102173375,68.27486809497448,closed,"[{""timestamp"": ""2025-07-16T20:00:00+00:00"", ""price"": 0.018899219400000004, ""fraction"": 0.4, ""r_multiple"": 0.79442986255279, ""reason"": ""tp1""}, {""timestamp"": ""2025-08-01T00:00:00+00:00"", ""price"": 0.015109999395600001, ""fraction"": 0.6, ""r_multiple"": -0.0047733523354524625, ""reason"": ""stop""}]",crypto,173,4,asia
IOTXUSDT,4h,long,2025-08-05T08:00:00+00:00,3494,0.031126223999999997,0.028034999999999997,0.037290000000000004,0.0419175,0.046545,100,"long reclaim above 0.03042000; valid pullback; ICT(6): bull_fvg[3462:3464]=0.02777000-0.02792000;bull_ob=0.02235000-0.02299000;ote=0.02524500-0.02635000;sellside_sweep=0.02799000;ny_killzone=False; DIV(0): none/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",28128.321558484276,86.950942681304,2025-08-18T00:00:00+00:00,3570,-1.0094684975271924,-87.77423746706897,closed,"[{""timestamp"": ""2025-08-18T00:00:00+00:00"", ""price"": 0.028029393, ""fraction"": 1.0, ""r_multiple"": -1.0094684975271924, ""reason"": ""stop""}]",crypto,76,8,london
UMAUSDT,4h,long,2025-08-22T00:00:00+00:00,3594,1.5443088,1.3658785714285713,1.9002428571428576,2.1674250000000006,2.4346071428571436,100,"long reclaim above 1.54000000; valid pullback; ICT(6): bull_fvg[3590:3592]=1.42700000-1.43900000;bull_ob=1.31100000-1.41400000;ote=1.37522000-1.42316000;sellside_sweep=1.23000000;ny_killzone=False; DIV(5): hidden_bullish/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",482.39135821191144,86.07320030663332,2025-08-25T20:00:00+00:00,3617,0.18915020320836118,16.280763328793668,closed,"[{""timestamp"": ""2025-08-23T12:00:00+00:00"", ""price"": 1.899862808571429, ""fraction"": 0.4, ""r_multiple"": 0.793982819533782, ""reason"": ""tp1""}, {""timestamp"": ""2025-08-25T20:00:00+00:00"", ""price"": 1.3656053957142855, ""fraction"": 0.6, ""r_multiple"": -0.6048326163254208, ""reason"": ""stop""}]",crypto,23,0,asia
ILVUSDT,4h,long,2025-09-09T04:00:00+00:00,3703,15.073014,14.225,16.76,18.027500000000003,19.295,100,"long reclaim above 15.04000000; valid pullback; ICT(6): bull_fvg[3682:3684]=13.78000000-13.81000000;bull_ob=13.72000000-13.96000000;ote=14.17820000-14.41960000;sellside_sweep=13.71000000;ny_killzone=False; DIV(0): none/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",101.69172671668292,86.23600793992125,2025-09-16T04:00:00+00:00,3745,-1.017173145254676,-87.7169514304569,closed,"[{""timestamp"": ""2025-09-16T04:00:00+00:00"", ""price"": 14.222155, ""fraction"": 1.0, ""r_multiple"": -1.017173145254676, ""reason"": ""stop""}]",crypto,42,4,asia
YFIUSDT,4h,long,2025-10-01T20:00:00+00:00,3839,5577.1152,5239.857142857143,6248.285714285714,6752.499999999999,7256.714285714284,99,"long reclaim above 5560.00000000; valid pullback; ICT(6): bull_fvg[3835:3837]=5415.00000000-5432.00000000;bull_ob=5072.00000000-5115.00000000;ote=5264.83000000-5319.74000000;sellside_sweep=5129.00000000;ny_killzone=False; DIV(0): none/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=99",0.25309651353847434,85.35883842561668,2025-10-08T04:00:00+00:00,3877,-1.015935397430301,-86.71906544011773,closed,"[{""timestamp"": ""2025-10-08T04:00:00+00:00"", ""price"": 5238.809171428572, ""fraction"": 1.0, ""r_multiple"": -1.015935397430301, ""reason"": ""stop""}]",crypto,38,20,rollover_other
MAGICUSDT,4h,long,2025-08-04T08:00:00+00:00,3488,0.21674334,0.16042285714285714,0.3292542857142857,0.41367,0.4980857142857143,100,"long reclaim above 0.20570000; valid pullback; ICT(6): bull_fvg[3483:3485]=0.17000000-0.17550000;bull_ob=0.14030000-0.14410000;ote=0.16945400-0.17751200;sellside_sweep=0.13800000;ny_killzone=False; DIV(0): none/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",1543.8600358213446,86.950942681304,2025-10-10T16:00:00+00:00,3892,-1.0032481649157936,-87.23337368271659,closed,"[{""timestamp"": ""2025-10-10T16:00:00+00:00"", ""price"": 0.16039077257142859, ""fraction"": 1.0, ""r_multiple"": -1.0032481649157936, ""reason"": ""stop""}]",crypto,404,8,london
ZECUSDT,4h,long,2025-10-26T00:00:00+00:00,3984,287.887566,247.49542857142856,368.49914285714283,429.001,489.5028571428571,100,"long reclaim above 284.75000000; valid pullback; ICT(6): bull_fvg[3976:3978]=265.43000000-265.50000000;bull_ob=249.24000000-263.93000000;ote=256.30260000-264.98280000;sellside_sweep=226.26000000;ny_killzone=False; DIV(0): none/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",2.070187896895996,83.61931403438834,2025-11-02T12:00:00+00:00,4029,2.529781826685678,211.53862100411828,closed,"[{""timestamp"": ""2025-10-27T00:00:00+00:00"", ""price"": 368.4254430285714, ""fraction"": 0.4, ""r_multiple"": 0.7949601772564491, ""reason"": ""tp1""}, {""timestamp"": ""2025-11-01T00:00:00+00:00"", ""price"": 428.9151998, ""fraction"": 0.3, ""r_multiple"": 1.045309223429162, ""reason"": ""tp2""}, {""timestamp"": ""2025-11-02T12:00:00+00:00"", ""price"": 380.99138647999996, ""fraction"": 0.30000000000000004, ""r_multiple"": 0.689512426000067, ""reason"": ""stop""}]",crypto,45,0,asia
ZECUSDT,4h,long,2025-11-04T00:00:00+00:00,4038,471.134208,364.1152857142857,684.8894285714287,845.2765000000002,1005.6635714285717,100,"long reclaim above 435.93000000; valid pullback; ICT(6): bull_fvg[4035:4037]=403.74000000-406.24000000;bull_ob=298.03000000-338.57000000;ote=362.62350000-381.38300000;sellside_sweep=363.00000000;ny_killzone=False; DIV(5): hidden_bullish/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",0.8011172081843513,85.73470024442952,2025-11-11T08:00:00+00:00,4082,0.7940623534935536,68.07869785215605,closed,"[{""timestamp"": ""2025-11-07T12:00:00+00:00"", ""price"": 684.7524506857144, ""fraction"": 0.4, ""r_multiple"": 0.7967035491281292, ""reason"": ""tp1""}, {""timestamp"": ""2025-11-11T08:00:00+00:00"", ""price"": 471.0399811584, ""fraction"": 0.6, ""r_multiple"": -0.0026411956345756445, ""reason"": ""stop""}]",crypto,44,0,asia
MINAUSDT,4h,long,2025-11-06T00:00:00+00:00,4050,0.16393278,0.12098,0.24973999999999996,0.31411999999999995,0.37849999999999995,100,"long reclaim above 0.15900000; valid pullback; ICT(6): bull_fvg[4047:4049]=0.13950000-0.14160000;bull_ob=0.09370000-0.09520000;ote=0.11999000-0.13172000;sellside_sweep=0.10920000;ny_killzone=False; DIV(5): hidden_bullish/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",1996.022149076952,85.73470024442952,2025-11-19T16:00:00+00:00,4132,-1.0032163560449407,-86.01045356582188,closed,"[{""timestamp"": ""2025-11-19T16:00:00+00:00"", ""price"": 0.120955804, ""fraction"": 1.0, ""r_multiple"": -1.0032163560449407, ""reason"": ""stop""}]",crypto,82,0,asia
QNTUSDT,4h,long,2025-11-28T12:00:00+00:00,4185,98.71974,82.48114285714286,131.1377142857143,155.466,179.79428571428573,100,"long reclaim above 86.32000000; valid pullback; ICT(8): bull_fvg[4166:4168]=82.93000000-85.02000000;bull_ob=79.67000000-81.18000000;ote=84.23640000-85.56920000;sellside_sweep=79.67000000;ny_killzone=True; DIV(0): none/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",5.268643709467601,85.55538268729286,2025-12-11T08:00:00+00:00,4262,-1.0054789205274417,-86.0241338297314,closed,"[{""timestamp"": ""2025-12-11T08:00:00+00:00"", ""price"": 82.46464662857143, ""fraction"": 1.0, ""r_multiple"": -1.0054789205274417, ""reason"": ""stop""}]",crypto,77,12,london
BATUSDT,4h,long,2025-11-27T12:00:00+00:00,4179,0.25825164,0.20419500000000002,0.3662099999999999,0.4472174999999999,0.5282249999999998,100,"long reclaim above 0.23040000; valid pullback; ICT(8): bull_fvg[4172:4174]=0.21370000-0.21400000;bull_ob=0.18940000-0.19230000;ote=0.19863700-0.20368600;sellside_sweep=0.19240000;ny_killzone=True; DIV(5): hidden_bullish/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",1582.6988634012932,85.55538268729286,2025-12-21T12:00:00+00:00,4323,-1.0041771245937592,-85.91275818044443,closed,"[{""timestamp"": ""2025-12-21T12:00:00+00:00"", ""price"": 0.20415416100000003, ""fraction"": 1.0, ""r_multiple"": -1.0041771245937592, ""reason"": ""stop""}]",crypto,144,12,london
POWRUSDT,4h,long,2026-01-02T16:00:00+00:00,4396,0.08791758000000001,0.08224857142857143,0.09920285714285715,0.10768,0.11615714285714286,100,"long reclaim above 0.08600000; valid pullback; ICT(8): bull_fvg[4388:4390]=0.08360000-0.08380000;bull_ob=0.08110000-0.08220000;ote=0.08436200-0.08643600;sellside_sweep=0.08190000;ny_killzone=True; DIV(0): none/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",14788.478921996879,83.8360137671911,2026-01-19T00:00:00+00:00,4494,0.7802937937786778,65.416721237683,closed,"[{""timestamp"": ""2026-01-08T00:00:00+00:00"", ""price"": 0.09918301657142858, ""fraction"": 0.4, ""r_multiple"": 0.7895981240317655, ""reason"": ""tp1""}, {""timestamp"": ""2026-01-19T00:00:00+00:00"", ""price"": 0.08789999648400001, ""fraction"": 0.6, ""r_multiple"": -0.00930433025308774, ""reason"": ""stop""}]",crypto,98,16,new_york
SANDUSDT,4h,long,2026-01-22T00:00:00+00:00,4512,0.16523304,0.13490642857142857,0.2257871428571429,0.27122750000000007,0.3166678571428573,100,"long reclaim above 0.15420000; valid pullback; ICT(6): bull_fvg[4505:4507]=0.14070000-0.14250000;bull_ob=0.11790000-0.12270000;ote=0.13845000-0.14440000;sellside_sweep=0.13110000;ny_killzone=False; DIV(0): none/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",2786.0079646078657,84.49018097956794,2026-01-25T12:00:00+00:00,4533,-1.0048480945843512,-84.89979736840583,closed,"[{""timestamp"": ""2026-01-25T12:00:00+00:00"", ""price"": 0.13487944728571427, ""fraction"": 1.0, ""r_multiple"": -1.0048480945843512, ""reason"": ""stop""}]",crypto,21,0,asia
XTZUSDT,4h,long,2025-12-30T16:00:00+00:00,4378,0.5216042999999999,0.4845557142857143,0.5953885714285713,0.6508049999999997,0.7062214285714282,100,"long reclaim above 0.51300000; valid pullback; ICT(8): bull_fvg[4375:4377]=0.49460000-0.49810000;bull_ob=0.44750000-0.46040000;ote=0.46714800-0.47374400;sellside_sweep=0.46840000;ny_killzone=True; DIV(5): hidden_bullish/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",2262.866777526266,83.8360137671911,2026-01-29T00:00:00+00:00,4554,0.7820660243058647,65.56529798055888,closed,"[{""timestamp"": ""2026-01-06T20:00:00+00:00"", ""price"": 0.5952694937142856, ""fraction"": 0.4, ""r_multiple"": 0.7905127041712432, ""reason"": ""tp1""}, {""timestamp"": ""2026-01-29T00:00:00+00:00"", ""price"": 0.5214999791399999, ""fraction"": 0.6, ""r_multiple"": -0.008446679865378455, ""reason"": ""stop""}]",crypto,176,16,new_york
BATUSDT,4h,long,2026-02-14T16:00:00+00:00,4654,0.13762752,0.12661,0.15958,0.176065,0.19255,100,"long reclaim above 0.13540000; valid pullback; ICT(8): bull_fvg[4651:4653]=0.13260000-0.13310000;bull_ob=0.11980000-0.12510000;ote=0.12882600-0.13062800;sellside_sweep=0.12690000;ny_killzone=True; DIV(0): none/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",7651.162510772791,84.29683598568947,2026-02-16T12:00:00+00:00,4665,-1.0118907775252501,-85.2991909084778,closed,"[{""timestamp"": ""2026-02-16T12:00:00+00:00"", ""price"": 0.126584678, ""fraction"": 1.0, ""r_multiple"": -1.0118907775252501, ""reason"": ""stop""}]",crypto,11,16,new_york
JOEUSDT,4h,long,2026-03-04T12:00:00+00:00,4761,0.041808359999999996,0.038447857142857145,0.0485042857142857,0.05353249999999998,0.05856071428571426,99,"long reclaim above 0.04160000; valid pullback; ICT(8): bull_fvg[4755:4757]=0.03990000-0.04050000;bull_ob=0.03790000-0.04040000;ote=0.03988100-0.04091800;sellside_sweep=0.03610000;ny_killzone=True; DIV(0): none/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=99",24830.761235403286,83.44384407660469,2026-03-05T16:00:00+00:00,4768,-1.01184018706384,-84.43183479979758,closed,"[{""timestamp"": ""2026-03-05T16:00:00+00:00"", ""price"": 0.038440167571428575, ""fraction"": 1.0, ""r_multiple"": -1.01184018706384, ""reason"": ""stop""}]",crypto,7,12,london
KAVAUSDT,4h,long,2026-03-07T04:00:00+00:00,4777,0.067233444,0.05653007142857143,0.08859985714285715,0.10463475,0.12066964285714286,100,"long reclaim above 0.06600000; valid pullback; ICT(6): bull_fvg[4757:4759]=0.05370000-0.05780000;bull_ob=0.04760000-0.04880000;ote=0.05348400-0.05695200;sellside_sweep=0.05290000;ny_killzone=False; DIV(0): none/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",7717.149447744787,82.59952572860672,2026-03-18T12:00:00+00:00,4845,-1.005681097022984,-83.0687816483234,closed,"[{""timestamp"": ""2026-03-18T12:00:00+00:00"", ""price"": 0.056518765414285715, ""fraction"": 1.0, ""r_multiple"": -1.005681097022984, ""reason"": ""stop""}]",crypto,68,4,asia
COMPUSDT,4h,long,2026-03-15T20:00:00+00:00,4829,19.113822,18.303285714285714,20.72342857142857,21.9335,23.143571428571427,100,"long reclaim above 18.90000000; valid pullback; ICT(6): bull_fvg[4811:4813]=17.96000000-18.40000000;bull_ob=16.71000000-17.03000000;ote=17.46800000-17.94400000;sellside_sweep=17.59000000;ny_killzone=False; DIV(0): none/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",101.90725225313743,82.59952572860672,2026-03-19T12:00:00+00:00,4851,-1.0229798915779553,-84.49765387424064,closed,"[{""timestamp"": ""2026-03-19T12:00:00+00:00"", ""price"": 18.29962505714286, ""fraction"": 1.0, ""r_multiple"": -1.0229798915779553, ""reason"": ""stop""}]",crypto,22,20,rollover_other
SUNUSDT,4h,long,2026-03-22T08:00:00+00:00,4868,0.01830366,0.017397142857142858,0.020105714285714286,0.02146,0.022814285714285714,100,"long reclaim above 0.01807000; valid pullback; ICT(6): bull_fvg[4851:4853]=0.01753000-0.01770000;bull_ob=0.01668000-0.01685000;ote=0.01700600-0.01727800;sellside_sweep=0.01678000;ny_killzone=False; DIV(0): none/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",89268.98074792822,80.92386137338109,2026-03-25T00:00:00+00:00,4884,-1.0195896548485417,-82.50913188669686,closed,"[{""timestamp"": ""2026-03-25T00:00:00+00:00"", ""price"": 0.01739366342857143, ""fraction"": 1.0, ""r_multiple"": -1.0195896548485417, ""reason"": ""stop""}]",crypto,16,8,london
ANKRUSDT,4h,long,2026-03-21T00:00:00+00:00,4860,0.006061212,0.004704571428571429,0.008770857142857143,0.010804000000000001,0.01283714285714286,100,"long reclaim above 0.00545000; valid pullback; ICT(6): bull_fvg[4855:4857]=0.00486000-0.00488000;bull_ob=0.00452000-0.00462000;ote=0.00513370-0.00546860;sellside_sweep=0.00472000;ny_killzone=False; DIV(0): none/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",59650.185227887254,80.92386137338109,2026-03-26T08:00:00+00:00,4892,-1.0038675323456556,-81.23683702477798,closed,"[{""timestamp"": ""2026-03-26T08:00:00+00:00"", ""price"": 0.004703630514285714, ""fraction"": 1.0, ""r_multiple"": -1.0038675323456556, ""reason"": ""stop""}]",crypto,32,0,asia
MASKUSDT,4h,long,2026-04-05T12:00:00+00:00,4953,0.505101,0.44194285714285714,0.6311142857142857,0.7257,0.8202857142857143,100,"long reclaim above 0.49600000; valid pullback; ICT(8): bull_fvg[4937:4939]=0.44100000-0.44500000;bull_ob=0.40400000-0.41300000;ote=0.44587000-0.45386000;sellside_sweep=0.40300000;ny_killzone=True; DIV(0): none/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",1255.3630948839627,79.28640168426634,2026-04-05T20:00:00+00:00,4955,-1.0073968412895522,-79.87287061394454,closed,"[{""timestamp"": ""2026-04-05T20:00:00+00:00"", ""price"": 0.44185446857142857, ""fraction"": 1.0, ""r_multiple"": -1.0073968412895522, ""reason"": ""stop""}]",crypto,2,12,london
THETAUSDT,4h,long,2026-04-07T20:00:00+00:00,4967,0.1680336,0.15352142857142856,0.19695714285714291,0.2186750000000001,0.24039285714285727,100,"long reclaim above 0.16400000; valid pullback; ICT(6): bull_fvg[4955:4957]=0.15600000-0.15800000;bull_ob=0.14600000-0.15200000;ote=0.15904000-0.16312000;sellside_sweep=0.15300000;ny_killzone=False; DIV(0): none/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",5408.4031024882315,78.48767297812688,2026-04-18T04:00:00+00:00,5029,3.3263468857845453,261.07722658326816,closed,"[{""timestamp"": ""2026-04-16T00:00:00+00:00"", ""price"": 0.19691775142857149, ""fraction"": 0.4, ""r_multiple"": 0.7921122219220915, ""reason"": ""tp1""}, {""timestamp"": ""2026-04-18T00:00:00+00:00"", ""price"": 0.2186312650000001, ""fraction"": 0.3, ""r_multiple"": 1.0427729434346742, ""reason"": ""tp2""}, {""timestamp"": ""2026-04-18T04:00:00+00:00"", ""price"": 0.2403447785714287, ""fraction"": 0.30000000000000004, ""r_multiple"": 1.4914617204277796, ""reason"": ""tp3""}]",crypto,62,20,rollover_other
